type,bom_ref,license-id,group,author,name,version,purl,path,description,vcs-url,vcs-comment,website-url,website-comment,issue-tracker-url,issue-tracker-comment,distribution-url,distribution-comment,hash-alg,hash-value,author-email,deprecated-status,deprecation-reason,timestamp
library,react-dom@19.2.4,MIT,,,react-dom,19.2.4,pkg:npm/react-dom@19.2.4#packages/react-dom,node_modules/react-dom,React package for working with the DOM.,git+https://github.com/facebook/react.git#packages/react-dom,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://react.dev/,"as detected from PackageJson property ""homepage""",https://github.com/facebook/react/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/react-dom/-/react-dom-19.2.4.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,01725d2e8f2480c6e2998f793b668a42ab33da25a2f63320289851040c44084e081717dc6b30762e6ce5a08a226c92370b5d88958db4f8a15a2effbbd5b50979,,active,Active in npm registory,2026-02-26T16:34:11.855Z
library,react-is@18.3.1,MIT,,,react-is,18.3.1,pkg:npm/react-is@18.3.1#packages/react-is,node_modules/react-is,Brand checking of React Elements.,git+https://github.com/facebook/react.git#packages/react-is,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://reactjs.org/,"as detected from PackageJson property ""homepage""",https://github.com/facebook/react/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/react-is/-/react-is-18.3.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,fcb2cc5726acd258e302da1888fa9888bf15597cd451d4e1ae6539fa7db40d9bfe6be0a54687af533c3927153e21e879fdcf3bcada13055f46d4588a7cd25d9a,,active,Active in npm registory,2026-02-26T16:34:24.575Z
library,react@19.2.4,MIT,,,react,19.2.4,pkg:npm/react@19.2.4#packages/react,node_modules/react,React is a JavaScript library for building user interfaces.,git+https://github.com/facebook/react.git#packages/react,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://react.dev/,"as detected from PackageJson property ""homepage""",https://github.com/facebook/react/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/react/-/react-19.2.4.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,f677e9da16290b03a300dfbc4d914686d584c20bd61d7a84487f2a4fcf404ff956925a4b38ddb62dcf2912d9e9b19cfb5666b069b494d200a39e3f1a0b47ae1d,,active,Active in npm registory,2026-02-26T16:34:04.192Z
library,clsx@2.1.1,MIT,,Luke Edwards,clsx,2.1.1,pkg:npm/clsx@2.1.1,node_modules/clsx,A tiny (239B) utility for constructing className strings conditionally.,git+https://github.com/lukeed/clsx.git,"as detected from PackageJson property ""repository.url""",https://github.com/lukeed/clsx#readme,"as detected from PackageJson property ""homepage""",https://github.com/lukeed/clsx/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/clsx/-/clsx-2.1.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,7989b441606d52b0566561b4777f3a386030d7a67df793e2395a3607b6e35926c779d1a5e5ed1959aabae6438681448d7ac1080e407d2126d383f24af5d84264,luke.edwards05@gmail.com,active,Active in npm registory,2025-06-27T10:13:06.922Z
library,@ant-design/v5-patch-for-react-19@1.0.3,MIT,@ant-design,,v5-patch-for-react-19,1.0.3,pkg:npm/%40ant-design/v5-patch-for-react-19@1.0.3,node_modules/@ant-design/v5-patch-for-react-19,Patch for antd v5 to support React 19,git+https://github.com/ant-design/v5-patch-for-react-19.git,"as detected from PackageJson property ""repository.url""",https://github.com/ant-design/v5-patch-for-react-19,"as detected from PackageJson property ""homepage""",https://github.com/ant-design/v5-patch-for-react-19/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@ant-design/v5-patch-for-react-19/-/v5-patch-for-react-19-1.0.3.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,8967d9b92525e64ba1a8b530ee325751014c32433b5e95bb6a998acd00501d4d1ca627d85b803bf71201b7d6153b92016a32a93c6e5428ff3b16ded8af0d69ff,,active,Active in npm registory,2025-11-05T03:25:09.748Z
library,antd@6.3.0,MIT,,,antd,6.3.0,pkg:npm/antd@6.3.0,node_modules/antd,An enterprise-class UI design language and React components implementation,git+https://github.com/ant-design/ant-design.git,"as detected from PackageJson property ""repository.url""",https://ant.design,"as detected from PackageJson property ""homepage""",https://github.com/ant-design/ant-design/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/antd/-/antd-6.3.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,6db1c97004ab447a74db04e9afde342ad5079534fab6f99a0f83808ea80e2573664d0ffea810dd055598ff2783578d69fd66d68d32e56aa44655b2f750456937,,active,Active in npm registory,2026-02-24T14:11:19.856Z
library,@dnd-kit/core@6.3.1,MIT,@dnd-kit,Claudéric Demers,core,6.3.1,pkg:npm/%40dnd-kit/core@6.3.1#packages/core,node_modules/@dnd-kit/core,dnd kit – a lightweight React library for building performant and accessible drag and drop experiences,git+https://github.com/clauderic/dnd-kit.git#packages/core,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/clauderic/dnd-kit#readme,"as detected from PackageJson property ""homepage""",https://github.com/clauderic/dnd-kit/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@dnd-kit/core/-/core-6.3.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,c6418145041a6f844bc205f1a2a113202afa4b9265a2069f6e136c89d9ab915bf6611b3930bc298e8176aa98868d0b7c4bd028c6d215eb4decd06214a58e5e61,,active,Active in npm registory,2024-12-05T17:10:20.159Z
library,@dnd-kit/accessibility@3.1.1,MIT,@dnd-kit,Claudéric Demers,accessibility,3.1.1,pkg:npm/%40dnd-kit/accessibility@3.1.1#packages/accessibility,node_modules/@dnd-kit/accessibility,A generic toolkit to help with accessibility,git+https://github.com/clauderic/dnd-kit.git#packages/accessibility,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/clauderic/dnd-kit#readme,"as detected from PackageJson property ""homepage""",https://github.com/clauderic/dnd-kit/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@dnd-kit/accessibility/-/accessibility-3.1.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,d8ff9881a5c5fa046c222870c18d600ac412627bbd6728f6a72f246397c5bd4335aa6d96036bbadfd47a60d55f538196afe64ce66a84b1f1d964ba1138d6de9b,,active,Active in npm registory,2024-11-23T17:01:04.977Z
library,tslib@2.8.1,0BSD,,Microsoft Corp.,tslib,2.8.1,pkg:npm/tslib@2.8.1,node_modules/tslib,Runtime library for TypeScript helper functions,git+https://github.com/Microsoft/tslib.git,"as detected from PackageJson property ""repository.url""",https://www.typescriptlang.org/,"as detected from PackageJson property ""homepage""",https://github.com/Microsoft/TypeScript/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,a0916ef781d06fe29576e49440bef09e99aa9df98bb0e03f9c087a6fa107d30084a0ad3f98f79753a737c0a0d5f373243ae1cf447b525ca294f7d2016b34bfdb,,active,Active in npm registory,2025-10-28T17:58:34.110Z
library,@dnd-kit/utilities@3.2.2,MIT,@dnd-kit,Claudéric Demers,utilities,3.2.2,pkg:npm/%40dnd-kit/utilities@3.2.2#packages/utilities,node_modules/@dnd-kit/utilities,Internal utilities to bee shared between `@dnd-kit` packages,git+https://github.com/clauderic/dnd-kit.git#packages/utilities,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/clauderic/dnd-kit#readme,"as detected from PackageJson property ""homepage""",https://github.com/clauderic/dnd-kit/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@dnd-kit/utilities/-/utilities-3.2.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,f8c28024439f6817b94a657ab77e29f3430c2a18ef533d2f46bbd525b3d3d16125cda389ff5c6cf83f8a0effad0ff344e6e8dfac284472c85de1f2e7d30a62aa,,active,Active in npm registory,2023-11-06T22:20:07.316Z
library,@dnd-kit/sortable@10.0.0,MIT,@dnd-kit,Claudéric Demers,sortable,10.0.0,pkg:npm/%40dnd-kit/sortable@10.0.0#packages/sortable,node_modules/@dnd-kit/sortable,Official sortable preset and sensors for dnd kit,git+https://github.com/clauderic/dnd-kit.git#packages/sortable,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/clauderic/dnd-kit#readme,"as detected from PackageJson property ""homepage""",https://github.com/clauderic/dnd-kit/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@dnd-kit/sortable/-/sortable-10.0.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,fb1aa1988233bc060c19f0586276cab8d89c7d2b24e1192c6365dd989853f87002d359e2c7a7c70b3b54ebc8e8a0588c501d352b2dc5d05c8ebe11bf059ad692,,active,Active in npm registory,2024-12-04T18:39:12.840Z
library,@eslint-react/eslint-plugin@2.13.0,MIT,@eslint-react,Rel1cx,eslint-plugin,2.13.0,pkg:npm/%40eslint-react/eslint-plugin@2.13.0#packages/plugins/eslint-plugin,node_modules/@eslint-react/eslint-plugin,A unified plugin that combines all individual plugins from the eslint-react monorepo into one.,git+https://github.com/Rel1cx/eslint-react.git#packages/plugins/eslint-plugin,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/Rel1cx/eslint-react,"as detected from PackageJson property ""homepage""",https://github.com/Rel1cx/eslint-react/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@eslint-react/eslint-plugin/-/eslint-plugin-2.13.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,89a317a6a9c90935bbdf5ee183c2f8c31eeee5a2223f367e775a79f57f305c580c1f3157e2136ee087d5f28ca0ca399629d2ec8ca13db04a6ffd461673395bf8,,active,Active in npm registory,2026-02-27T02:58:01.333Z
library,@eslint-react/eff@2.13.0,MIT,@eslint-react,Rel1cx,eff,2.13.0,pkg:npm/%40eslint-react/eff@2.13.0#packages/utilities/eff,node_modules/@eslint-react/eff,JavaScript and TypeScript utilities (previously some re-exports of the effect library).,git+https://github.com/Rel1cx/eslint-react.git#packages/utilities/eff,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/Rel1cx/eslint-react,"as detected from PackageJson property ""homepage""",https://github.com/Rel1cx/eslint-react/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@eslint-react/eff/-/eff-2.13.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,ac41f647c1509d401b9545bebf76470d4d701216ad6cbd7e536075595b815f048aab317b04668ba823c853ba3dbe87ee9b3e4c7ab55f682b49808f2361ed81b6,,active,Active in npm registory,2026-02-27T02:56:55.530Z
library,@eslint-react/shared@2.13.0,MIT,@eslint-react,Rel1cx,shared,2.13.0,pkg:npm/%40eslint-react/shared@2.13.0#packages/shared,node_modules/@eslint-react/shared,ESLint React's Shared constants and functions.,git+https://github.com/Rel1cx/eslint-react.git#packages/shared,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/Rel1cx/eslint-react,"as detected from PackageJson property ""homepage""",https://github.com/Rel1cx/eslint-react/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@eslint-react/shared/-/shared-2.13.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,20e9680aaad9ee01814f89457fdfb4ff09fb4dfcd4ec90518d8c134b26fd4839e0b1b791aed5bde59a605294bcfe37a7d705049ba174f1db80a284d9d85b6c58,,active,Active in npm registory,2026-02-27T02:57:00.715Z
library,@typescript-eslint/utils@8.56.0,MIT,@typescript-eslint,,utils,8.56.0,pkg:npm/%40typescript-eslint/utils@8.56.0#packages/utils,node_modules/@typescript-eslint/utils,Utilities for working with TypeScript + ESLint together,git+https://github.com/typescript-eslint/typescript-eslint.git#packages/utils,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://typescript-eslint.io/packages/utils,"as detected from PackageJson property ""homepage""",https://github.com/typescript-eslint/typescript-eslint/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@typescript-eslint/utils/-/utils-8.56.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,459dd0b268b69c51ac4be9fe9232c06033d596bcdfed48537dfac320aafe876cb302560fff2e59ba5534c9e0c43c8b68b363e1e3a2402f93ff3a7de97bb90321,,active,Active in npm registory,2026-02-24T07:10:14.545Z
library,eslint@9.39.2,MIT,,Nicholas C. Zakas,eslint,9.39.2,pkg:npm/eslint@9.39.2,node_modules/eslint,An AST-based pattern checker for JavaScript.,git+https://github.com/eslint/eslint.git,"as detected from PackageJson property ""repository.url""",https://eslint.org,"as detected from PackageJson property ""homepage""",https://github.com/eslint/eslint/issues/,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/eslint/-/eslint-9.39.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,2c4c9a9aa4bb5b91c1dee8c9caf8b41d02bf76d548359bdde66000a7d793e52fee8c1c868e264b0b33dc1d5cee5dba490c917f731c0795f71e5540d9da59d24f,nicholas+npm@nczconsulting.com,active,Active in npm registory,2026-02-23T21:43:39.061Z
library,eslint@9.39.2|ajv@6.12.6,MIT,,Evgeny Poberezkin,ajv,6.12.6,pkg:npm/ajv@6.12.6,node_modules/eslint/node_modules/ajv,Another JSON Schema Validator,git+https://github.com/ajv-validator/ajv.git,"as detected from PackageJson property ""repository.url""",https://github.com/ajv-validator/ajv,"as detected from PackageJson property ""homepage""",https://github.com/ajv-validator/ajv/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/ajv/-/ajv-6.12.6.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,8f77d52e0bd3a39dbb6a7c98c893864d825b1bebe79d062f1349b99a691cd532be9f1029a6408b3082f4699e1d6e55423681928619be933138654ca4068320e2,,active,Active in npm registory,2026-02-20T18:09:33.746Z
library,eslint@9.39.2|json-schema-traverse@0.4.1,MIT,,Evgeny Poberezkin,json-schema-traverse,0.4.1,pkg:npm/json-schema-traverse@0.4.1,node_modules/eslint/node_modules/json-schema-traverse,Traverse JSON Schema passing each schema object to callback,git+https://github.com/epoberezkin/json-schema-traverse.git,"as detected from PackageJson property ""repository.url""",https://github.com/epoberezkin/json-schema-traverse#readme,"as detected from PackageJson property ""homepage""",https://github.com/epoberezkin/json-schema-traverse/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/json-schema-traverse/-/json-schema-traverse-0.4.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,c5b6c21f9742614e53f0b704861ba1ec727cf075ee5b7aac237634cce64529f6441dca5688753f271ce4eb6f41aec69bfe63221d0b62f7030ffbce3944f7b756,,active,Active in npm registory,2023-06-22T16:32:38.879Z
library,eslint@9.39.2|eslint-visitor-keys@4.2.1,Apache-2.0,,Toru Nagashima,eslint-visitor-keys,4.2.1,pkg:npm/eslint-visitor-keys@4.2.1#packages/eslint-visitor-keys,node_modules/eslint/node_modules/eslint-visitor-keys,Constants and utilities about visitor keys to traverse AST.,git+https://github.com/eslint/js.git#packages/eslint-visitor-keys,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://github.com/eslint/js/blob/main/packages/eslint-visitor-keys/README.md,"as detected from PackageJson property ""homepage""",https://github.com/eslint/js/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-4.2.1.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,521764e6c7ea71e7bff47feb08e262918cfaee8d1ad93c3684644f386d98d51d9d83b6eb45ed6e1b4c9a3500c7bbe4cefee40f17fe5e09aa6f612987523b7b25,,active,Active in npm registory,2026-02-20T14:40:48.205Z
library,eslint@9.39.2|minimatch@3.1.2,ISC,,Isaac Z. Schlueter,minimatch,3.1.2,pkg:npm/minimatch@3.1.2,node_modules/eslint/node_modules/minimatch,a glob matcher in javascript,git://github.com/isaacs/minimatch.git,"as detected from PackageJson property ""repository.url""",https://github.com/isaacs/minimatch#readme,"as detected from PackageJson property ""homepage""",https://github.com/isaacs/minimatch/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/minimatch/-/minimatch-3.1.2.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,27ba7ade1462023c35343130c355bb8b7efe07222b3963b95d0400cd9dd539c2f43cdc9bc297e657f374e73140cf043d512c84717eaddd43be2b96aa0503881f,i@izs.me,active,Active in npm registory,2026-02-26T19:32:47.199Z
library,eslint@9.39.2|brace-expansion@1.1.12,MIT,,Julian Gruber,brace-expansion,1.1.12,pkg:npm/brace-expansion@1.1.12,node_modules/eslint/node_modules/brace-expansion,Brace expansion as known from sh/bash,git://github.com/juliangruber/brace-expansion.git,"as detected from PackageJson property ""repository.url""",https://github.com/juliangruber/brace-expansion,"as detected from PackageJson property ""homepage""",https://github.com/juliangruber/brace-expansion/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/brace-expansion/-/brace-expansion-1.1.12.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,f53f548d6debd145b973543b193c25969b57c21bd8984cc587331f67d1fb1505adfae65e3e364f8c13ff5b5644c99d6dc065a89b9ff9e9317894f72a8e70c772,mail@juliangruber.com,active,Active in npm registory,2026-02-22T11:37:25.767Z
library,ts-pattern@5.9.0,MIT,,Gabriel Vergnaud,ts-pattern,5.9.0,pkg:npm/ts-pattern@5.9.0,node_modules/ts-pattern, The exhaustive Pattern Matching library for TypeScript.,git+ssh://git@github.com/gvergnaud/ts-pattern.git,"as detected from PackageJson property ""repository.url""",https://github.com/gvergnaud/ts-pattern#readme,"as detected from PackageJson property ""homepage""",https://github.com/gvergnaud/ts-pattern/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/ts-pattern/-/ts-pattern-5.9.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,eace55ef5997f2a0549a581badf2f7df10d4c0ed1fab8f2bc40bb62c1135d5605e19da423ceb1792c41b6491ef1f086b77742352eb1dde600e3391a0d261412e,,active,Active in npm registory,2025-10-26T13:58:14.136Z
library,typescript@5.8.3,Apache-2.0,,Microsoft Corp.,typescript,5.8.3,pkg:npm/typescript@5.8.3,node_modules/typescript,TypeScript is a language for application scale JavaScript development,git+https://github.com/microsoft/TypeScript.git,"as detected from PackageJson property ""repository.url""",https://www.typescriptlang.org/,"as detected from PackageJson property ""homepage""",https://github.com/microsoft/TypeScript/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/typescript/-/typescript-5.8.3.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,a757625ba4ea2fd2f4ee7371bd130cee130cc387395cea3fd626cbe1a0081a6480b7db254c4d57830e4a5aea1fdae4cebc283d058ed9462f86685fbbb1f80f79,,active,Active in npm registory,2026-02-26T07:29:37.080Z
library,zod@4.3.6,MIT,,Colin McDonnell,zod,4.3.6,pkg:npm/zod@4.3.6,node_modules/zod,TypeScript-first schema declaration and validation library with static type inference,git+https://github.com/colinhacks/zod.git,"as detected from PackageJson property ""repository.url""",https://zod.dev,"as detected from PackageJson property ""homepage""",https://github.com/colinhacks/zod/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/zod/-/zod-4.3.6.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,adfb65ae484764e7230f090696752d65992f68f1c2b03013a78a46a6e38e3036937430d717dd70b950c9a16a0fb0a5ffdd83d0e5f1ee1774938dc6322abf9086,zod@colinhacks.com,active,Active in npm registory,2026-01-25T21:51:57.252Z
library,@typescript-eslint/scope-manager@8.56.0,MIT,@typescript-eslint,,scope-manager,8.56.0,pkg:npm/%40typescript-eslint/scope-manager@8.56.0#packages/scope-manager,node_modules/@typescript-eslint/scope-manager,TypeScript scope analyser for ESLint,git+https://github.com/typescript-eslint/typescript-eslint.git#packages/scope-manager,"as detected from PackageJson property ""repository.url"" and ""repository.directory""",https://typescript-eslint.io/packages/scope-manager,"as detected from PackageJson property ""homepage""",https://github.com/typescript-eslint/typescript-eslint/issues,"as detected from PackageJson property ""bugs.url""",https://registry.npmjs.org/@typescript-eslint/scope-manager/-/scope-manager-8.56.0.tgz,"as detected from npm-ls property ""resolved"" and property ""integrity""",SHA-512,ed488efd7c0c1eab87f99cdf5427d4364217969ff24238e7958532633ee97ef94adff132c8de812be7a60e618dc902c1b4b19a62b4c023a28ec3cb45b9c58bdb,,active,Active in npm registory,2026-02-24T07:10:07.642Z
